"Date","Value"
2015-01-16,234.677
2015-01-20,234.677
2015-01-21,234.677
2015-01-22,234.677
2015-01-23,234.677
2015-01-26,234.677
2015-01-27,234.677
2015-01-28,234.677
2015-01-29,234.677
2015-01-30,234.677
2015-02-02,235.186
2015-02-03,235.186
2015-02-04,235.186
2015-02-05,235.186
2015-02-06,235.186
2015-02-09,235.186
2015-02-10,235.186
2015-02-11,235.186
2015-02-12,235.186
2015-02-13,235.186
2015-02-17,235.186
2015-02-18,235.186
2015-02-19,235.186
2015-02-20,235.186
2015-02-23,235.186
2015-02-24,235.186
2015-02-25,235.186
2015-02-26,235.186
2015-02-27,235.186
2015-03-02,235.74
2015-03-03,235.74
2015-03-04,235.74
2015-03-05,235.74
2015-03-06,235.74
2015-03-09,235.74
2015-03-10,235.74
2015-03-11,235.74
2015-03-12,235.74
2015-03-13,235.74
2015-03-16,235.74
2015-03-17,235.74
2015-03-18,235.74
2015-03-19,235.74
2015-03-20,235.74
2015-03-23,235.74
2015-03-24,235.74
2015-03-25,235.74
2015-03-26,235.74
2015-03-27,235.74
2015-03-30,235.74
2015-03-31,235.74
2015-04-01,235.982
2015-04-02,235.982
2015-04-06,235.982
2015-04-07,235.982
2015-04-08,235.982
2015-04-09,235.982
2015-04-10,235.982
2015-04-13,235.982
2015-04-14,235.982
2015-04-15,235.982
2015-04-16,235.982
2015-04-17,235.982
2015-04-20,235.982
2015-04-21,235.982
2015-04-22,235.982
2015-04-23,235.982
2015-04-24,235.982
2015-04-27,235.982
2015-04-28,235.982
2015-04-29,235.982
2015-04-30,235.982
2015-05-01,237.031
2015-05-04,237.031
2015-05-05,237.031
2015-05-06,237.031
2015-05-07,237.031
2015-05-08,237.031
2015-05-11,237.031
2015-05-12,237.031
2015-05-13,237.031
2015-05-14,237.031
2015-05-15,237.031
2015-05-18,237.031
2015-05-19,237.031
2015-05-20,237.031
2015-05-21,237.031
2015-05-22,237.031
2015-05-26,237.031
2015-05-27,237.031
2015-05-28,237.031
2015-05-29,237.031
2015-06-01,237.786
