"Date","X3M.Conglomerate","American.Express.Consumer.finance","Apple.Consumer.electronics","Boeing.Aerospace.and.defense","Caterpillar.Construction.and.mining.equipment","Chevron.Oil...gas","Cisco.Systems.Computer.networking","Coca.Cola.Beverages","DuPont.Chemical.industry","ExxonMobil.Oil...gas","General.Electric.Conglomerate","Goldman.Sachs.Banking..Financial.services","The.Home.Depot.Home.improvement.retailer","Intel.Semiconductors","IBM.Computers.and.technology","Johnson...Johnson.Pharmaceuticals","JPMorgan.Chase.Banking","McDonald.s.Fast.food","Merck.Pharmaceuticals","Microsoft.Consumer.electronics","Nike.Apparel","Pfizer.Pharmaceuticals","Procter...Gamble.Consumer.goods","Travelers.Insurance","UnitedHealth.Group.Managed.health.care","United.Technologies.Conglomerate","Verizon.Telecommunication","Visa.Consumer.banking","Wal.Mart.Retail","Walt.Disney.Broadcasting.and.entertainment"
2011-01-03,77.676232,40.890747,44.225135,59.880553,84.475892,79.029846,18.430893,28.619606,43.500418,66.179132,15.651771,162.910365,31.838065,17.880319,134.62441,54.417546,38.728969,66.276345,30.414566,24.704547,40.512178,15.006155,56.198477,49.766783,34.711096,71.234981,29.501363,17.030015,48.746521,35.731953
2011-01-04,77.56883,41.408947,44.455941,60.367534,84.081101,78.737585,18.457879,28.027203,43.37869,66.489831,15.934325,162.938606,31.260992,18.137589,134.770466,54.876655,39.289481,64.294975,30.676176,24.801671,39.514552,15.269272,56.354657,49.543894,35.028946,71.352223,30.092523,17.049335,48.934144,36.837359
2011-01-05,77.56883,42.610441,44.819603,60.854515,84.807869,78.600055,18.682756,27.860454,43.665623,66.312284,15.96001,163.804698,31.16181,17.9575,134.231899,54.842008,39.769924,64.59781,30.8534,24.722206,39.773368,15.371124,56.224513,49.249681,35.141127,71.451424,30.505525,17.409158,48.612502,37.753803
2011-01-06,77.094487,42.317162,44.783362,62.044911,83.92857,77.95537,18.844667,27.658597,43.456944,66.73839,15.891513,162.119587,31.035573,17.811713,135.701559,54.755382,39.574187,64.208454,31.275356,25.446214,39.41573,15.430537,56.129069,48.491855,35.870312,71.379276,29.724469,17.669969,48.21045,37.46092
2011-01-07,77.175039,41.967122,45.104079,62.567959,84.09905,78.38516,18.862656,27.610327,43.265656,67.10235,15.780204,160.688645,30.999509,17.71738,135.035181,54.226971,38.826832,64.346893,31.520088,25.251968,39.307496,15.56634,55.964211,47.546805,35.945102,71.316149,29.478339,17.619256,48.317666,37.271962
2011-01-10,77.998429,42.061726,45.953508,62.306432,83.793982,77.714688,18.700746,27.671763,42.630931,66.694002,15.848702,159.81313,31.008524,17.743108,134.770466,53.845824,38.613305,63.646055,31.393503,24.916452,39.608666,15.498438,55.842739,48.010413,35.945102,70.757016,29.470132,17.34154,48.004957,37.319201
2011-01-11,78.52647,42.610441,45.844809,62.189198,84.296438,78.935291,18.7817,27.509399,42.578764,67.191127,15.951448,159.436573,31.432312,18.051831,134.441846,53.941112,38.791243,63.940236,31.182525,24.81933,39.538078,15.464487,55.565088,48.054993,36.53406,71.171854,29.010689,17.358445,48.505289,37.224723
2011-01-12,79.349867,42.572598,46.217867,63.262361,83.883705,79.468227,18.997583,27.662986,42.691795,67.981192,15.985698,161.611219,31.405263,18.266224,136.103207,54.140348,39.778819,63.680665,31.351308,25.20782,39.401614,15.591803,56.372014,48.670167,36.328391,71.631786,29.100938,17.534734,49.005618,37.007418
2011-01-13,78.79497,42.629363,46.386944,62.97378,84.466918,79.236143,18.961602,27.82096,42.943947,68.096593,15.925762,161.517087,31.801997,18.257649,135.847615,54.495509,39.547497,62.876004,29.275284,24.889965,38.851033,15.464487,56.814523,48.74149,37.02018,71.694913,29.371681,17.179741,48.952013,37.092449
2011-01-14,78.848667,43.75517,46.762678,63.190214,84.350278,79.794872,19.078537,27.70248,43.300436,69.099708,16.114131,164.746104,32.361033,18.077559,136.92475,54.18366,39.956761,64.078669,28.887085,24.987086,39.561609,15.56634,56.857902,48.70583,38.11396,71.316149,29.092732,17.174912,48.969883,37.120796
2011-01-18,78.884468,43.868696,45.71197,65.354573,86.748181,80.241851,19.087533,27.856065,43.213489,69.872022,15.925762,164.444847,32.478252,18.077559,137.518085,53.793848,39.814408,64.615111,28.583277,25.304944,39.556902,15.600289,56.831874,48.74149,38.216795,71.75804,28.190251,17.196645,49.264719,37.215273
2011-01-19,78.723369,42.799654,45.469074,64.687231,86.126166,79.915213,18.72773,27.829735,42.50051,69.454795,15.694581,156.734742,32.1266,18.017529,142.118764,54.192324,38.889112,65.194812,28.617034,25.137186,39.368673,15.549364,57.122069,48.54535,37.917642,72.064664,28.387154,16.691928,49.166439,36.931837
2011-01-20,78.79497,42.828034,44.642464,64.137123,84.386334,79.69172,18.682756,27.614716,41.839699,69.019817,15.780204,155.981614,32.902039,17.966076,142.219176,54.452197,39.814408,65.030423,28.735181,25.031234,39.091029,15.481463,57.515416,48.92872,37.683929,71.740007,28.395361,17.07107,50.024151,37.007418
2011-01-21,79.913708,43.518656,43.842696,64.642138,83.611072,80.611471,18.646774,27.544506,42.03968,70.111709,16.901857,156.461726,32.92007,17.854591,141.945324,54.278947,40.294851,64.900638,28.608596,24.739865,38.728685,15.583315,57.611567,49.035706,37.777413,72.326186,28.67431,16.940664,49.791853,37.545952
2011-01-24,80.835547,43.319985,45.282554,65.589047,85.251742,80.886537,19.042558,27.755137,42.509204,69.765494,17.158725,156.555872,33.046307,18.21477,145.715323,53.8978,40.05463,65.220767,28.524203,25.057721,38.898094,15.659704,58.197209,49.588471,37.216502,73.516592,28.912237,17.336711,50.077756,37.734907
2011-01-25,79.206665,42.383386,45.81261,65.147152,85.089478,80.869348,19.375376,27.62788,42.639628,69.845392,17.10735,152.48899,33.506158,18.480616,147.367546,52.910281,39.921172,65.307295,28.152883,25.119528,39.001618,15.676678,58.302096,50.132322,37.973731,73.705981,29.363478,17.285998,51.158827,37.659325
2011-01-26,80.164304,42.061726,46.141375,63.145121,86.315473,81.350711,19.267435,27.62788,43.75257,70.715355,17.055977,151.85825,33.740592,18.65213,147.002405,52.49448,40.019041,65.03907,28.017857,25.410897,39.528668,15.583315,57.786383,50.105577,37.627836,73.417398,29.863945,17.145932,51.212435,37.262512
2011-01-27,79.824211,42.137412,46.055491,63.632102,87.108762,81.445265,19.285425,27.513789,43.709096,70.910647,17.364218,154.418876,34.24553,18.65213,147.029803,52.563781,40.125804,64.329585,28.060052,25.490361,38.949854,15.685166,56.099381,50.488947,39.534937,74.481542,29.937785,17.049335,51.435797,37.281408
2011-01-28,78.257977,41.494093,45.101402,62.432692,86.252371,80.259046,18.826677,27.298768,43.726486,70.120581,17.295721,152.291303,33.09139,18.403435,145.331935,51.983395,39.62757,63.403793,27.908148,24.501472,38.333396,15.405074,56.11686,49.757869,38.263537,73.435431,29.232208,16.774034,50.658499,36.705086
2011-01-31,78.687569,41.039986,45.533495,62.658146,87.451324,81.59999,19.024567,27.57961,44.065586,71.620821,17.244346,154.032896,33.154506,18.403435,147.87873,51.775498,39.983451,63.741231,27.992538,24.483813,38.813389,15.464487,55.181582,50.159068,38.375718,73.318197,29.224002,16.868216,50.095625,36.723982
2011-02-01,78.571222,41.248116,46.29972,63.388615,88.352791,82.70885,19.312409,27.667374,44.917682,74.488142,17.809454,155.642707,33.352875,18.420586,149.302745,52.52047,40.864263,63.568188,28.692986,24.713377,39.316909,16.313252,54.99802,50.649428,39.329269,73.796162,29.757288,17.073484,50.327924,37.678222
2011-02-02,78.535422,41.361645,46.20444,64.028903,89.32637,82.932343,19.447337,27.583999,45.082884,74.044285,17.732393,155.379114,32.965156,18.489192,149.065414,52.511805,40.437204,63.715275,28.541082,24.669231,39.486318,16.26179,54.88439,50.56027,39.217087,74.093765,29.667039,17.409158,49.908002,38.254544
2011-02-03,78.714417,41.181892,46.086357,64.01087,89.182139,83.64579,19.708193,27.456742,45.152444,74.070915,17.766643,154.993134,33.09139,18.654374,149.275361,52.66773,40.4461,63.87967,27.764685,24.413178,39.434554,16.441905,54.980541,51.041712,40.236077,74.147872,29.847536,17.298072,49.961607,38.26399
2011-02-04,79.018718,41.45625,46.496979,64.37159,89.777104,83.473876,19.834123,27.452354,45.674135,73.928878,17.60396,155.172004,33.181555,18.749506,149.704393,52.70238,39.672055,64.070021,27.756244,24.519131,40.347476,16.553404,55.601147,51.184361,39.721909,74.418415,29.790106,17.604767,50.059887,38.462395
2011-02-07,79.466213,42.402307,47.218922,64.867592,90.570399,83.946648,19.816134,27.434801,46.369727,74.505894,17.869391,157.337241,33.00122,18.758154,150.452922,52.728367,40.481689,63.55088,27.849075,24.898794,40.705117,16.330407,56.422798,50.979303,39.086208,75.446499,29.552178,17.853504,50.095625,38.679697
2011-02-08,80.074807,43.40513,47.664437,65.571007,90.696604,84.01541,19.780153,27.588386,46.700129,74.050774,18.220442,158.674036,33.506158,18.714912,152.175836,52.789004,40.69522,65.203466,28.076931,24.969429,40.803938,16.433328,56.501463,51.603395,39.235785,75.644894,29.814718,18.008059,50.372596,38.906448
2011-02-09,81.247242,43.253761,48.061635,65.879404,89.957401,82.726039,19.82513,27.711256,46.80447,73.667044,18.246128,156.282856,33.515173,18.559242,150.892804,52.737031,40.134703,65.696644,27.925027,24.695718,41.058051,16.338982,56.28294,52.432544,39.329269,75.735082,30.093667,17.732202,50.685301,40.96609
2011-02-10,80.960846,44.057909,47.575869,65.906621,90.687587,83.121445,17.018668,27.882394,47.239213,74.247094,18.21188,155.652116,33.64141,18.853285,150.379596,52.780343,40.508379,65.549558,27.882832,24.280738,40.841585,16.32183,56.44902,52.120497,39.665816,76.429483,29.880351,18.085491,49.666771,40.918851
2011-02-11,82.160136,44.228199,47.885847,65.434949,93.337903,82.90655,16.820777,27.895558,47.817439,73.907987,18.263253,156.894779,33.794693,18.818692,150.159658,52.581107,41.433675,65.878341,27.908148,24.060004,40.568648,16.150291,56.580135,52.593025,39.619074,76.8353,29.855739,18.131468,49.756114,41.013329
2011-02-14,82.249634,44.010606,48.198516,65.543798,93.085493,83.963123,16.919721,27.706867,47.764872,75.773092,18.408811,157.704389,33.884863,18.654374,149.582293,52.581107,41.406985,65.964863,27.69717,24.042345,40.361592,16.338982,56.414055,52.45929,39.693861,76.84432,29.453726,18.32747,48.960946,40.852716
2011-02-15,82.339132,43.698406,48.295136,64.76373,92.85111,83.434835,16.793791,27.728808,47.405672,74.041848,18.374561,158.071537,33.984044,18.550596,149.234039,52.511805,41.656102,65.886995,27.671854,23.944648,40.258068,16.338982,55.872114,52.913983,39.291874,76.591811,29.91317,18.296013,49.094965,40.710996
2011-02-16,83.131461,44.332266,48.728561,65.743351,93.346919,83.711976,16.712835,27.82096,47.896285,74.684372,18.357438,158.918797,34.13733,18.810044,149.747247,52.425182,42.652574,65.774512,27.815317,23.997938,40.352182,16.536252,55.732259,53.012055,39.731256,77.094835,29.675242,18.380706,48.737584,41.287319
2011-02-17,83.491612,43.310522,48.080422,65.525653,93.175638,84.153655,16.802786,28.3256,48.702297,74.853922,18.425936,157.365482,34.425865,19.000306,150.517072,52.659069,42.54581,65.739908,27.933464,24.166687,40.488651,16.613444,55.942043,53.297353,39.815393,76.623532,29.83933,18.424262,48.916274,41.287319
2011-02-18,83.698694,43.074008,47.041793,66.2513,95.429306,85.496028,16.955703,28.3256,49.043974,75.407208,18.357438,158.19391,34.696366,19.147327,151.066931,52.936267,42.705957,65.869687,27.722487,24.033464,41.796861,16.45906,56.204274,54.313729,40.049106,77.049521,30.04444,18.349249,49.479148,41.155049
2011-02-22,82.834336,41.900898,45.438219,64.337413,91.958659,86.8817,16.721831,27.978933,47.642219,76.246059,17.826578,153.392746,34.344714,18.861933,148.418403,52.537795,40.935438,65.497639,27.292093,23.616032,41.048641,16.201752,56.00323,53.966022,40.161287,75.735297,29.535769,17.843512,47.951349,40.29529
2011-02-23,81.267689,41.096747,45.976315,63.702477,90.164735,88.570486,16.550924,28.044756,47.055231,77.700658,17.441279,153.533952,33.632392,18.291146,146.79629,52.312569,40.890953,65.056379,27.081115,23.616032,40.559238,16.090253,56.073159,53.86795,40.114545,75.037405,29.379887,17.635411,47.379543,39.803999
2011-02-24,81.0606,41.210276,46.011213,64.183215,90.660544,88.362637,16.514944,28.031592,46.468247,76.719027,17.74303,153.86345,33.488124,18.412223,147.337003,52.191295,40.846469,65.07368,27.03048,23.7759,40.714527,16.210329,55.111653,52.896155,39.964969,74.97396,29.191187,17.88465,46.539703,40.077985
2011-02-25,81.258683,41.181892,46.719733,65.580081,91.949643,88.42326,16.766805,28.220282,47.370627,76.156815,17.949946,155.445005,33.434026,18.905176,148.720832,52.130109,41.531544,64.934114,27.165505,23.580505,41.401576,16.176022,54.928094,53.136873,39.749953,75.563094,29.511157,18.070973,46.235931,40.578726
2011-02-28,83.041425,41.219735,47.397394,65.317034,92.788007,89.852237,16.694845,28.049143,48.071505,76.326372,18.036161,154.511041,33.785678,18.567891,148.354259,53.703452,41.540439,66.015766,27.486192,23.60715,41.895682,16.501943,55.111653,53.431089,39.806046,75.717173,30.29057,17.676548,46.441423,41.325111
2011-03-01,81.447761,40.822393,46.874053,63.602701,90.020504,89.116099,16.694845,28.483574,46.625945,75.674929,17.458521,152.180827,33.145488,18.498705,146.603844,53.056635,40.570658,65.326647,27.393362,23.234125,41.269811,16.416174,54.840686,52.798083,39.684514,74.393891,29.552178,17.591854,46.521834,40.616519
2011-03-02,82.222082,40.699404,47.251132,63.103817,91.021133,89.609745,16.640875,28.272941,46.485769,75.924797,17.518871,152.539326,33.055322,18.585188,146.777971,53.152784,40.223673,65.152189,27.494633,23.163073,41.566278,16.45906,54.552233,52.432544,40.722201,74.366701,29.814718,17.899168,46.43249,40.899955
2011-03-03,83.563636,41.910357,48.249503,65.044915,93.977944,90.233299,16.667861,28.773191,47.791154,76.585166,17.889595,155.180866,33.85781,18.844638,149.820564,53.362562,40.997721,66.504252,27.933464,23.269652,42.425748,16.956519,54.674606,52.646516,41.992572,75.998142,29.831127,18.349249,46.468226,41.63689
2011-03-04,83.005409,41.361645,48.308548,65.126553,92.887169,89.852237,16.550924,28.615217,47.195407,75.924797,17.561979,151.888373,33.56026,18.645726,148.308434,53.371304,40.499483,66.32107,27.89971,23.047613,42.444638,16.862173,54.220076,52.76242,41.673807,75.100849,29.601406,18.073393,46.521834,41.145599
2011-03-07,83.194487,41.352183,47.685901,64.292057,92.066831,89.211365,16.371023,28.619606,46.660986,75.603535,17.5706,150.143066,33.244672,18.343035,146.567178,52.794412,40.205878,66.54787,27.705611,22.843336,41.991291,16.819289,53.940366,52.566276,40.839394,74.57516,29.543972,17.942725,46.477162,40.644861
2011-03-08,84.409989,42.799654,47.739585,65.344244,93.869765,89.869555,16.389012,28.803908,47.537084,75.496446,17.786137,152.171398,33.625962,18.273849,148.720832,53.065374,41.282427,65.893644,27.832196,23.012086,42.118797,16.879327,54.237559,52.978917,41.092531,75.463394,29.929579,17.947563,46.852409,40.814924
2011-03-09,83.887771,42.6199,47.298098,65.389593,92.274171,88.457903,16.299063,28.795133,47.055231,75.300118,17.786137,153.161977,34.197892,18.334388,152.001709,52.794412,41.42478,66.102994,28.09381,22.994323,42.005458,16.862173,54.193854,53.283909,41.71131,75.128039,30.069055,17.836253,47.387737,40.739339
2011-03-10,81.042595,41.645462,46.519793,64.663953,88.695346,85.807805,16.119161,28.650323,46.074002,72.622939,17.329199,151.199691,33.653196,17.979808,148.482561,52.103888,40.508379,66.888067,27.764685,22.568009,41.641837,16.604867,53.748068,52.494517,41.055029,73.342512,29.863945,17.277283,47.369745,40.125228
2011-03-11,82.483191,41.891435,47.233688,64.981421,90.164735,86.543942,16.146147,28.645901,46.345594,73.283315,17.553358,151.586476,33.716744,18.048994,148.858293,52.173813,40.69522,66.931685,27.943976,22.807811,41.164877,16.699212,53.748068,52.81745,40.867519,73.668802,29.412702,17.54588,47.315762,40.55983
2011-03-14,81.951968,41.541395,47.444363,64.16507,92.039788,87.297405,16.056196,28.261363,46.450725,73.515332,17.174012,149.463813,33.299143,18.023049,147.905195,51.68433,40.303747,66.007041,27.645157,22.816693,40.71153,16.990826,53.625692,52.799509,40.464375,73.179367,28.86301,17.388593,47.072839,39.907926
2011-03-15,80.583403,41.285959,46.353393,63.212667,90.822809,87.669804,15.642422,27.859145,45.907545,72.631865,16.906746,148.350601,32.945091,17.452262,145.733223,51.116177,39.68985,65.527279,27.201195,22.550245,40.295963,16.947942,53.022568,52.494517,40.117485,72.06455,28.608673,17.228886,46.838916,39.322154
2011-03-16,78.827678,40.075006,44.284184,61.398557,90.507297,86.180205,15.336589,27.227087,45.145337,70.775686,16.337728,145.64303,32.391315,17.132274,140.216215,50.399432,38.978084,64.00947,26.535252,22.017354,40.055121,16.553404,52.20966,52.072909,39.245569,70.995047,28.141024,17.170812,46.227113,38.358468
2011-03-17,79.854103,41.077825,44.905476,61.951861,92.959288,88.544506,15.291615,27.527646,45.846218,72.426619,16.570507,146.935492,32.46394,17.210109,141.297615,50.810251,39.645365,64.02692,26.84261,22.008472,40.333743,17.050864,52.821526,52.638042,39.629962,72.046419,28.986077,17.284542,46.218114,38.509634
2011-03-18,80.115212,41.787369,44.372744,62.677501,94.70813,89.029496,15.417545,27.713286,46.424443,72.149972,16.596372,150.907237,32.68182,17.236054,142.864743,51.194845,40.69522,63.669273,27.243883,22.026234,36.640848,17.308172,52.970121,52.081881,39.93935,72.653685,29.404499,17.282122,46.353072,38.953687
2011-03-21,81.888942,41.929279,45.530811,64.582315,96.98884,91.099344,15.642422,28.097824,47.160365,73.925832,17.001581,151.143089,33.072186,17.46091,144.505175,51.422107,40.597352,64.340949,27.653693,22.496957,36.28667,17.136633,53.581988,52.880242,40.4925,73.831946,29.91317,17.412791,46.712954,39.511113
2011-03-22,81.663848,42.336084,45.785771,65.171902,96.267671,91.133987,15.696393,28.071304,47.020186,73.675963,16.803287,151.690252,32.945091,17.426316,144.798445,51.387143,40.454999,64.436902,27.773221,22.470311,35.630262,17.102327,53.258574,52.279227,40.070609,73.306257,30.315186,17.325678,46.784932,39.152092
2011-03-23,82.960388,42.59152,45.516044,65.961042,96.240628,91.350498,15.813329,28.407222,46.836207,73.71166,16.837774,150.501565,33.244673,17.547393,146.200606,51.325958,40.570658,65.012618,27.8586,22.68347,36.466123,17.085173,53.241091,52.413783,40.079983,74.194491,30.339798,17.42005,46.461036,39.907926
2011-03-24,83.356554,43.130772,46.291668,65.997325,97.69199,91.263889,15.615438,28.592864,47.028949,73.827675,17.053311,150.860064,33.916467,17.625227,146.667988,51.59692,40.686321,65.36154,27.93544,22.92327,36.234728,17.411094,53.442133,52.772599,41.064402,75.010215,30.503886,17.582177,47.315762,40.493695
2011-03-25,83.077434,43.130772,47.1733,66.523412,98.341041,92.476354,15.543477,28.827122,47.396909,74.621905,17.027446,149.029854,33.970934,17.61658,148.629181,51.553217,40.801984,65.640676,27.807373,22.754522,36.201671,17.453979,53.21487,52.907152,41.017526,75.699042,30.594135,17.444247,47.09983,40.597623
2011-03-28,82.942384,43.253761,47.02569,66.487136,98.6205,91.835482,15.462521,28.743141,47.247974,74.488044,17.027446,147.614745,33.27191,17.590634,147.886863,51.78048,40.890953,65.422601,27.704921,22.568009,35.838047,17.385364,53.022568,52.84436,41.13003,75.653729,30.971536,17.603954,46.955876,40.172466
2011-03-29,83.590646,43.187537,47.095464,66.777393,99.648172,92.987324,15.742345,29.048121,47.826198,74.291717,17.122283,149.501557,34.225129,17.538745,149.270705,51.762998,40.944337,65.745354,27.986664,22.639061,36.059999,17.479709,53.564505,53.158321,41.701932,76.242863,31.414573,17.470865,47.018856,40.569276
2011-03-30,83.257513,43.433511,46.782809,66.940663,100.540623,93.541593,15.643052,29.18956,48.509554,75.398282,17.337821,150.067607,34.10711,17.694413,149.930547,51.90285,41.326912,66.129162,28.430626,22.745641,36.244171,17.445402,54.167633,53.274937,42.564474,76.342563,31.554046,17.962083,47.108829,40.95664
2011-03-31,84.184896,42.76181,46.766699,67.058578,100.378359,93.091245,15.480574,29.322158,48.159117,75.07702,17.28609,149.624205,33.644119,17.452262,149.444832,51.789219,41.015512,66.373406,28.183031,22.550245,35.748321,17.419671,53.844215,53.35567,42.376965,76.723232,31.619682,17.814476,46.829917,40.710996
2011-04-01,83.851756,42.91318,46.23665,67.131144,101.973959,93.810065,15.381283,29.711118,48.351856,75.567839,17.536114,151.161947,34.098033,17.054439,150.544564,51.999,41.237939,66.286177,28.234259,22.630179,36.140278,17.479709,54.263784,53.561988,42.761357,77.33049,31.562252,17.959663,46.901896,40.484245
2011-04-04,84.310948,42.969941,45.784427,67.076716,102.208336,93.732124,15.399335,29.905599,48.702297,75.737396,17.699923,149.907215,34.016329,16.855529,150.526231,52.575892,41.452628,66.635099,28.405014,22.69235,36.555849,17.616941,54.421118,53.490227,42.75198,77.248921,31.677113,18.206481,47.369745,40.276394
2011-04-05,84.085855,42.969941,45.475793,66.423642,101.243766,94.684773,15.54376,29.821618,49.114064,76.228208,17.527493,149.916658,34.134344,17.045791,150.28796,52.269962,41.667317,66.818281,28.311099,22.896627,36.80141,17.539748,53.905402,53.041709,42.273834,77.403,31.488412,18.298434,47.450719,40.087435
2011-04-06,84.473015,43.957756,45.36173,66.868097,100.062846,94.104524,16.311019,29.892336,49.079019,76.014035,17.717165,152.728004,34.043562,17.253351,150.333771,52.147591,42.615519,66.92296,28.473314,23.225243,37.150864,17.402518,53.98407,53.768305,42.151953,77.638655,31.453508,18.390385,47.666648,39.936269
2011-04-07,83.905783,43.843778,45.367091,67.385118,99.026158,94.347016,16.166594,29.808359,48.684774,76.531625,17.544736,153.209136,34.343147,17.322537,150.645374,51.990257,42.400833,66.303627,28.456242,23.269652,36.876966,17.436825,54.307488,53.633752,41.655056,77.366745,31.378717,18.489597,47.684643,39.718968
2011-04-08,83.932793,43.957756,44.961837,66.641333,98.999115,94.97057,15.931903,29.733216,48.535839,76.701175,17.406792,151.850643,34.007248,17.313889,150.342945,51.972775,41.899894,66.329795,28.746521,23.154191,36.546402,17.548324,54.106446,53.445376,41.608179,76.868245,31.34548,18.56461,47.270777,39.454424
2011-04-11,84.455011,44.05274,44.390188,66.90438,98.323015,93.3424,15.769424,29.790678,48.053983,75.996191,17.398171,152.331775,34.134344,17.400372,150.251295,52.322408,41.917785,66.512977,28.678221,23.074257,36.895856,17.72844,54.359931,54.198882,41.551925,77.022332,31.453508,18.804168,47.522694,39.577248
2011-04-12,83.167477,43.710804,44.60489,66.287583,96.069347,90.224636,15.742345,29.569679,47.090276,74.229249,17.251605,151.341196,34.279596,17.089033,149.609785,52.392333,41.720987,66.870624,28.652609,22.772284,36.928913,17.548324,54.971798,53.544047,42.011323,76.115973,31.278998,18.639623,48.152492,39.331604
2011-04-13,83.608658,43.786788,45.105423,65.425876,97.0249,89.904197,15.57084,29.737637,47.151602,74.211405,17.191255,151.105345,34.197892,17.10633,150.251295,52.095145,41.37212,67.07125,28.575769,22.763402,37.500322,17.548324,55.059209,53.759337,41.561303,76.324432,31.320547,18.753353,48.251461,39.397739
2011-04-14,83.680689,43.577829,44.607577,65.580081,96.979831,90.830866,15.498627,30.192895,47.405672,74.461274,17.242984,146.973221,34.352224,16.933363,151.186073,52.462261,40.22712,67.228264,28.90874,22.576891,37.81672,17.574055,55.330177,53.490227,42.020697,76.115973,31.337168,18.465398,48.134498,38.755282
2011-04-15,83.572642,43.929262,43.941992,65.852193,96.646285,92.008688,15.372256,30.060297,48.089027,75.219806,17.27747,146.350584,34.651806,17.080385,152.322471,52.934264,40.155555,67.498675,29.46369,22.532484,37.179201,17.608364,56.099381,53.642721,42.170704,75.635598,31.453508,18.504115,48.179483,39.227677
2011-04-18,82.339128,43.748798,44.531085,66.024536,93.662431,90.501771,15.101458,29.750897,47.13408,74.157856,17.22574,145.076981,34.279596,16.967957,152.075027,52.846855,39.32364,67.167203,28.968504,22.274918,37.108365,17.496863,55.942043,52.934062,40.830017,74.04947,31.004768,18.312952,47.963554,38.925344
2011-04-19,82.708285,44.299692,45.337568,66.351076,95.645656,91.281213,14.99314,29.653657,47.896285,74.782536,17.475764,143.265643,34.288676,17.175516,151.580138,54.796052,39.94087,66.818281,28.814825,22.337089,37.179201,17.608364,55.819671,52.189524,41.214409,74.64767,30.946598,18.371026,47.99954,39.06706
2011-04-20,84.418995,44.641629,45.948136,68.09262,98.01734,93.36838,15.28199,29.989576,48.509554,76.433461,17.587843,144.0581,34.443006,18.516002,150.984454,56.281988,39.860362,68.388426,29.062419,22.878863,37.811997,17.488286,55.697298,53.041709,41.476924,77.856179,31.40365,18.721897,48.305441,39.718968
2011-04-21,84.563051,44.74611,47.060577,68.428233,99.049292,93.645514,15.291017,30.002835,48.982648,77.067059,17.199877,144.822257,34.31591,18.559242,154.219507,56.002283,39.967704,67.088699,29.062419,22.665706,37.868666,16.973674,55.303955,55.006215,44.823954,78.943807,30.672365,18.818687,48.206476,39.936269
2011-04-25,84.74313,44.689119,47.370559,67.938422,98.533316,93.030623,15.435442,29.940956,48.290529,76.942125,17.148147,143.576968,34.098033,18.974362,153.660474,56.037247,39.905087,67.2806,29.310014,22.745641,37.830887,17.273864,55.391363,55.418851,44.730197,78.436248,30.738847,18.816268,48.017534,39.61504
2011-04-26,86.381809,44.73661,47.023006,68.52801,101.330453,94.182465,15.814558,29.582939,48.237966,78.012994,17.329199,144.595849,33.780291,19.441369,154.411967,56.77147,40.361297,67.114867,29.933268,23.26077,37.76005,17.316749,55.793449,55.069008,44.392681,79.632641,31.270689,19.060665,48.503379,39.992958
2011-04-27,86.859006,45.230517,46.986776,69.045031,101.936949,94.372996,15.516681,29.613878,48.728578,78.334256,17.80338,144.209049,33.880153,19.571093,156.134875,57.313402,40.701221,67.926108,30.419918,23.429518,38.307847,17.694131,56.423607,55.840459,45.198969,79.632641,31.785911,19.089703,48.96223,40.229155
2011-04-28,87.543291,46.085359,46.530522,71.249175,101.964105,94.234425,15.606947,29.795099,49.71857,77.941601,17.760273,142.076956,34.016329,19.718114,156.510621,57.147325,41.014306,68.065673,30.539446,23.722609,38.992589,17.86567,56.846655,56.567059,46.033382,80.674954,31.802531,18.792071,49.205152,40.644861
2011-04-29,87.52528,46.61726,46.984088,72.364848,104.471571,94.780038,15.814558,29.817197,49.753615,78.512739,17.630951,142.463742,33.725824,20.020805,156.327335,57.444515,40.817511,68.309916,30.693125,23.020968,38.874529,17.985746,57.199193,56.764404,46.155264,81.191578,31.395338,18.903381,49.466068,40.720443
2011-05-02,87.264171,47.158658,46.467456,72.138085,103.53014,93.688819,15.868717,29.932118,49.227954,77.61142,17.656815,142.737338,33.907387,19.813246,157.766148,57.872812,40.414971,68.597777,31.000484,22.790048,38.83675,18.028631,57.445969,56.979694,46.764668,81.572247,31.212519,19.150198,49.520052,40.881059
2011-05-03,87.183141,47.396114,46.725104,72.119947,102.534391,91.948065,15.715265,30.002835,48.597166,76.406691,17.794759,143.275072,33.907387,20.089991,158.42599,57.916519,41.076923,68.85947,31.08586,22.92327,38.562855,17.531171,57.91308,57.455125,46.577159,81.436292,31.411958,19.3583,49.897929,40.6921
2011-05-04,86.615901,47.206149,46.90894,71.512214,100.271339,90.657659,15.769424,29.817197,47.756109,75.683848,17.475764,142.944888,33.762134,20.483092,156.363987,57.400809,40.701221,68.972867,31.213927,23.145309,39.096481,17.702708,58.582902,56.997635,46.464655,81.010303,31.303927,19.302644,49.816955,40.266944
2011-05-05,85.463424,47.03518,46.530522,71.158464,99.022136,88.873607,15.778451,29.481278,47.195407,73.729512,17.156768,141.897707,33.598725,20.578971,154.384474,56.82392,40.406023,68.562884,30.949256,22.905509,39.011478,17.488286,58.062906,56.513235,46.483406,80.239899,30.846875,19.043727,49.547043,40.333079
