"Companies","Cluster-1","Cluster-2","Cluster-3","Cluster-4","Cluster-5","Cluster-6","Cluster-7","Cluster-8","Cluster-9","Cluster-10"
"Celgene.Corp..Health.Care",0.759261788908968,0.0553983178365659,0.806500555666896,0.977731550875228,0.332203511341816,0.0506020260665146,0.453460730975712,0.0927537191062771,0.84622202088429,0.673709261050528
"CenterPoint.Energy.Utilities",0.0472688458146963,0.191181730299122,0.047436010841136,0.332801556324538,0.00641198267626253,0.0195096794251442,0.0368881005817457,0.0894806456793495,0.375352299219632,0.524928250543536
"CenturyLink.Inc.Telecommunications.Services",0.317204201959156,0.41125993883429,0.514464239984114,0.0453795039637765,0.736320118525025,0.657697651367011,0.646565963181967,0.648132444007003,0.317483454300208,0.958214397317761
"Cerner.Health.Care",0.0747183887825101,0.242724283435387,0.0254136007554132,0.983534555175031,0.0832069742071839,0.0506059726774643,0.871805523577772,0.661944642861027,0.779425464453617,0.666809569931753
"CF.Industries.Holdings.Inc.Materials",0.0945731341360335,0.234223603343139,0.347613417883543,0.69504375801484,0.767847738048074,0.253922481618071,0.283453869609481,0.966827089690041,0.292953884789636,0.319110052210011
"Charles.Schwab.Corporation.Financials",0.641493687069016,0.406711174330734,0.468316769670904,0.43782556130917,0.045609523439393,0.930348948684326,0.880732887261566,0.110311685838587,0.845363519219751,0.225855711577707
"Chesapeake.Energy.Energy",0.745346373298753,0.496750339240065,0.901114105498073,0.171348187835995,0.903659871703283,0.957980428851102,0.244255780945727,0.275461918087338,0.651511278145907,0.348870338243671
"Chevron.Corp..Energy",0.377027483517345,0.147700263910972,0.639644567943106,0.295354197315134,0.371712342336129,0.207532954604011,0.234339429519104,0.718948929846232,0.728450528429793,0.776072850026828
"Chipotle.Mexican.Grill.Consumer.Discretionary",0.860194841375889,0.00556662025528635,0.0354172902070774,0.770321957494672,0.926173482217685,0.940630978937154,0.293019500610194,0.017954327603529,0.716444322772831,0.480172393682681
"Chubb.Corp..Financials",0.332813553837189,0.932334331887549,0.970425889822812,0.0489168281409075,0.69465055226688,0.0494884769133571,0.632006805144739,0.205258925076475,0.972128247979929,0.126811136789496
"CIGNA.Corp..Health.Care",0.583697514063575,0.502881690249991,0.545789482821687,0.5443503717232,0.54451029238364,0.240225609886124,0.852045444196402,0.0866269007889164,0.11927896664779,0.154222577903104
"Cimarex.Energy.Energy",0.283408276940615,0.703694958298132,0.222980615000492,0.0815475532521981,0.46410890677345,0.0145457039695452,0.16397848257058,0.100726092099125,0.432392702338147,0.383522318308863
"Cincinnati.Financial.Financials",0.0491236653936763,0.755578089233656,0.973105522807191,0.118876828758488,0.699289325664238,0.39485167087062,0.634914959232071,0.221770034562824,0.575826802138033,0.573466187622723
"Cintas.Corporation.Industrials",0.394313693664379,0.806210242122488,0.769147509101347,0.234418817367512,0.85757616821938,0.650800752853209,0.169369936158126,0.137169773248784,0.108468032401174,0.377912211584177
"Cisco.Systems.Information.Technology",0.883751248667399,0.94790814960755,0.545258032908468,0.059247924025899,0.697630911822209,0.980863434774791,0.458482725094208,0.124940773856951,0.127890590403729,0.558063337698915
"Citigroup.Inc..Financials",0.855066666404013,0.433520290068627,0.135969022292014,0.00689255442834354,0.168288939689988,0.42850671273206,0.922307035785733,0.461367272274114,0.574538742471688,0.091333584467606
"Citrix.Systems.Information.Technology",0.274624458394842,0.638912903682525,0.118359835542447,0.0811620888023004,0.205869362633631,0.284944860499115,0.883581722649584,0.360157392369559,0.397791821412471,0.264921146343829
"The.Clorox.Company.Consumer.Staples",0.989053008755573,0.778226221280619,0.886358359322829,0.142179042927138,0.525481965069735,0.295383757192395,0.221626059716209,0.327366085250225,0.728178896270785,0.170351399332251
"CME.Group.Inc..Financials",0.0886118028460411,0.321997876583985,0.0270754562821056,0.00033633602728691,0.544061300299846,0.151264699097234,0.297044466877069,0.354935664366176,0.866220492908058,0.110140533534396
"CMS.Energy.Utilities",0.32673389643664,0.86834728509854,0.473712009502427,0.870907425265289,0.741740115094548,0.751318925217609,0.222471046850705,0.39119854176393,0.0215166857403064,0.326264359946456
"Coach.Inc..Consumer.Discretionary",0.754213084912233,0.854547847629636,0.084441098930548,0.989023242863309,0.0117809226106799,0.0856097193541904,0.477388693851387,0.115999934652769,0.205910911387725,0.157826733127378
"The.Coca.Cola.Company.Consumer.Staples",0.263303035796385,0.120994403777653,0.941587489956822,0.286720115961317,0.524003977394587,0.991935526388807,0.982576672978166,0.303234979390841,0.955183829616179,0.281394852370339
"Coca.Cola.Enterprises.Consumer.Staples",0.785489659238245,0.223706698403368,0.614310723293911,0.0361206467226399,0.69909670938253,0.0171497460768728,0.0679295410746437,0.156640249159035,0.652242329510776,0.381531910015281
"Cognizant.Technology.Solutions.Information.Technology",0.839859226620444,0.480239618140874,0.465242998862597,0.148427935853098,0.883389727372094,0.63615923986173,0.990985773420851,0.248979161863586,0.978061961907643,0.289587090424458
"Colgate.Palmolive.Consumer.Staples",0.405026369706495,0.374061495108019,0.516872709389845,0.20097127163526,0.0329523643035493,0.431132197981585,0.142559236730549,0.728199363678504,0.874690103667994,0.752401793574425
"Comcast.Corp..Consumer.Discretionary",0.362913284557444,0.518836392561587,0.5604075564703,0.349558775863857,0.927131600526635,0.327818195753241,0.687481008928462,0.364435076018051,0.275775810515123,0.178876980090602
"Comerica.Inc..Financials",0.00566032562317734,0.881939284455777,0.0509758763723211,0.023789312800854,0.832514206471233,0.36575346918068,0.887462507329534,0.466530261872463,0.414471104166317,0.271045886522917
"Computer.Sciences.Corp..Information.Technology",0.0970951006337924,0.145457991345904,0.442096105904445,0.851256524167126,0.0485302693816777,0.500314225970562,0.94692130647649,0.0977990853733776,0.7766177185029,0.580880578905832
"ConAgra.Foods.Inc..Consumer.Staples",0.70155035661162,0.36116056882584,0.806004404505224,0.691271922033345,0.967408678126997,0.650832366474365,0.0450277470949741,0.197062618372814,0.970634267973612,0.818068510603322
"ConocoPhillips.Energy",0.00974488939536458,0.100682151943008,0.979833156547331,0.656846810055991,0.226666826855285,0.633645914952741,0.719699519788192,0.961267342117308,0.0899672223858949,0.263653827442374
"CONSOL.Energy.Inc..Energy",0.243728637420064,0.704352899945209,0.124361997769954,0.777029629811938,0.0711025963586011,0.298113256924536,0.309327643843107,0.600475472637433,0.0721609383443027,0.755722821243111
"Consolidated.Edison.Utilities",0.170482888297039,0.893570400476492,0.35506681574295,0.326376445926846,0.368448396111714,0.0793820423365633,0.0882525195856387,0.0732313489294384,0.226260683371564,0.10898797792079
"Constellation.Brands.Consumer.Staples",0.929269175474542,0.453560220154942,0.907385978528101,0.314905800663124,0.882058948644695,0.381079319896318,0.38300279900535,0.543242464858049,0.326780726071949,0.755560291658723
"Corning.Inc..Industrials",0.457777865529935,0.440970086181759,0.0237295374750816,0.955217577399555,0.518379689110345,0.569855486095383,0.328241381283954,0.239832342174173,0.65388340905743,0.436895172348226
"Costco.Co..Consumer.Staples",0.377884961742686,0.222934258968478,0.747354051278466,0.219502060527897,0.058871275537612,0.624806224724226,0.627818774580301,0.336884672295734,0.0642866371237717,0.332527974073973
"Crown.Castle.International.Corp..Financials",0.388491929560313,0.170771240007774,0.374260052707951,0.507108672520308,0.954714845267309,0.0869473165721541,0.669967202710965,0.561117343209246,0.919020926035526,0.303550181467094
"CSX.Corp..Industrials",0.97672468808486,0.675608962327164,0.100272038618362,0.0746320307572626,0.477709894638597,0.497874944975726,0.718765058463482,0.457423878974274,0.333068073654709,0.0485817811055142
"Cummins.Inc..Industrials",0.216592280083393,0.869530890976023,0.605110837678688,0.0529075642782044,0.827841266072104,0.766552259326087,0.925945404206789,0.363065867790825,0.999230209031458,0.242221519383284
"CVS.Caremark.Corp..Consumer.Staples",0.234808635007788,0.954867939936083,0.77142907736883,0.861753234986043,0.827615839555936,0.332883795240728,0.909812411553352,0.0408427215436035,0.413898130729068,0.213529607041327
"D..R..Horton.Consumer.Discretionary",0.319673801146081,0.899804589716813,0.67316910197667,0.669200839646926,0.0417552166771846,0.202828663957627,0.147255973227953,0.250013574847007,0.536030593633982,0.990298418941338
"Danaher.Corp..Industrials",0.286459991551788,0.28082153267354,0.300722797807898,0.217022150298246,0.491800530559136,0.697768440233826,0.336645100138377,0.0132668579247198,0.741036356521252,0.0580288826639445
"Darden.Restaurants.Consumer.Discretionary",0.403183169104031,0.062219088836781,0.973143998601095,0.947076513000967,0.777839888637131,0.527672365667773,0.341994583908734,0.481903218043051,0.53379606276176,0.986127066290431
"DaVita.Inc..Health.Care",0.772935644448039,0.69196602365152,0.254150651079389,0.319921927018351,0.143654753311875,0.532517545896459,0.686011121965268,0.746063191111764,0.17614541518465,0.370900946549682
"Deere...Co..Industrials",0.738312203850185,0.215623633932285,0.400556959197079,0.897745415197406,0.757750999260763,0.856016702256349,0.887059352004518,0.54280600565788,0.533903796837334,0.379215419396448
"Delta.Air.Lines.Industrials",0.156211381081619,0.14175152815968,0.637562563269608,0.720878047858285,0.758540556537817,0.898282352754898,0.675640855570312,0.456673924235173,0.643931774878556,0.689524716260626
"Dentsply.International.Health.Care",0.60886814423176,0.638492074260984,0.710517626474526,0.871019831454986,0.483363567927511,0.788332654342805,0.170322485003509,0.265618894881687,0.059934614063368,0.915119140122659
"Devon.Energy.Corp..Energy",0.956522583657707,0.876156549494763,0.438646449209352,0.975492164304372,0.8988857861827,0.534427516910089,0.867379754814178,0.79016385508717,0.570394563146973,0.7866140775162
"Diamond.Offshore.Drilling.Energy",0.0456942116915602,0.357933381139209,0.599751477301758,0.231712724353008,0.121513293838338,0.479906406573362,0.078125938749169,0.283887671751123,0.53017088231468,0.645358280030241
"DirecTV.Consumer.Discretionary",0.589913161571896,0.970334791610117,0.0950489036695136,0.904786287535744,0.124091395401146,0.0738662459861745,0.634060961621797,0.769078388676871,0.162951710322178,0.196839235509826
"Discover.Financial.Services.Financials",0.190217917735545,0.91394137358791,0.728218923314214,0.267390946237525,0.550965451981405,0.151971050896455,0.0763616427628026,0.579793526580262,0.992773168036046,0.256595291333486
"Discovery.Communications.A.Consumer.Discretionary",0.839005716441192,0.852844118365368,0.865386584268358,0.46772930109341,0.549039222207325,0.668113634436363,0.00251237874291665,0.167451470449713,0.118566453676367,0.364405034434343
"Discovery.Communications.C.Consumer.Discretionary",0.253668483717274,0.396751116208417,0.251409014953909,0.835273082171558,0.51747069800678,0.752051641378951,0.00822445320828063,0.105137825999727,0.277335724988457,0.228623014309359
